date,author_name,content
Mon Mar 30 15:14:03 +0000 2026,FinancialJuice,"Iran's Foreign Minister Araqchi to France’s Foreign Minister Barrot: Provocative actions by aggressors or their allies, including at the UN, will worsen the situation."
Mon Mar 30 15:06:44 +0000 2026,FinancialJuice,Fed's Powell: AI is making people more productive.
Mon Mar 30 15:06:38 +0000 2026,FinancialJuice,Federal Powell: There is no denying it is a challenging time to enter the job market
Mon Mar 30 15:06:29 +0000 2026,FinancialJuice,Fed's Powell: Very optimistic about the medium and long term.
Mon Mar 30 15:06:22 +0000 2026,FinancialJuice,Fed's Powell: The US economy remains dynamic and productive.
Mon Mar 30 15:06:14 +0000 2026,FinancialJuice,"Fed's Powell: The labour market is challenged by longer-term, secular forces."
Mon Mar 30 15:06:05 +0000 2026,FinancialJuice,"IMF: How the War in the Middle East is Affecting Energy, Trade, and Finance 
https://t.co/iJuYHeD6W5"
Mon Mar 30 15:05:43 +0000 2026,FinancialJuice,Iran arrests 46 in Starlink sales network and seizes devices - ISNA.
Mon Mar 30 15:03:36 +0000 2026,FinancialJuice,🔴Traders erase Fed hike bet and price in chance of cut this year.
Mon Mar 30 15:02:58 +0000 2026,FinancialJuice,IMF: War in the Middle East has caused serious disruption to countries in the region and is dimming the outlook for many others.
Mon Mar 30 15:02:51 +0000 2026,FinancialJuice,"IMF: Iran war threatens higher prices, slower growth for the world."
Mon Mar 30 14:58:25 +0000 2026,FinancialJuice,Fed's Powell: We are watching private credit closely.
Mon Mar 30 14:57:55 +0000 2026,FinancialJuice,Fed's Powell: private credit is a relatively small part of a large asset pool.
Mon Mar 30 14:57:01 +0000 2026,FinancialJuice,Fed's Powell: We have a resilient financial system now.
Mon Mar 30 14:56:16 +0000 2026,FinancialJuice,Fed's Powell: We shouldn't be trying to regulate risk out of existence.
Mon Mar 30 14:55:33 +0000 2026,FinancialJuice,Fed's Powell: We have significantly hardened the system against the kind of losses seen in the financial crisis.
Mon Mar 30 14:50:44 +0000 2026,FinancialJuice,Fed's Powell: We don't know what economic effects the current situation will have.
Mon Mar 30 14:50:36 +0000 2026,FinancialJuice,Fed's Powell: Not facing yet the question of what to do.
Mon Mar 30 14:50:30 +0000 2026,FinancialJuice,Fed's Powell: Inflation expectations appear to be well-anchored.
Mon Mar 30 14:50:23 +0000 2026,FinancialJuice,Fed's Powell: Fed's tools have no meaningful effect on supply shocks.
Mon Mar 30 14:50:16 +0000 2026,FinancialJuice,Bahrain bans maritime navigation and approaching the coasts at night until further notice. - Al Arabiya
Mon Mar 30 14:47:58 +0000 2026,FinancialJuice,"Fed's Powell: The tariff inflation is likely a one-time price increase, adding 0.5% to 1.0% to inflation."
Mon Mar 30 14:47:39 +0000 2026,FinancialJuice,"Fed's Powell: Tariff inflation is a one-time price increase, adding a half to a full pct point to inflation."
Mon Mar 30 14:45:42 +0000 2026,FinancialJuice,Fed's Powell: We are committed to getting inflation back to 2% on sustained basis.
Mon Mar 30 14:44:32 +0000 2026,FinancialJuice,Fed's Powell: We haven't really seen the downside risks to a large balance sheet that many had predicted.
Mon Mar 30 14:44:04 +0000 2026,FinancialJuice,Fed's Powell: I'd be in the camp that there is something to that.
Mon Mar 30 14:43:57 +0000 2026,FinancialJuice,Fed's Powell: Overall the research tends to find that buying long-term assets lowers rates and supports the economy.
Mon Mar 30 14:42:32 +0000 2026,FinancialJuice,Iran’s Foreign Minister Araghchi discussed the Middle East with his French counterpart.
Mon Mar 30 14:41:40 +0000 2026,FinancialJuice,Fed's Powell: There is tension between the Fed's two objectives.
Mon Mar 30 14:41:32 +0000 2026,FinancialJuice,Fed's Powell: Makes sense in this time that there is no unanimity.
Mon Mar 30 14:41:08 +0000 2026,FinancialJuice,"Iran's message to the US states that if the fighting against Hezbollah in Lebanon is not halted, Tehran will not be bound by the ceasefire with Israel. - Israel Today, citing Lebanese Report"
Mon Mar 30 14:36:58 +0000 2026,FinancialJuice,"Dallas Fed Manufacturing Business Index March Report
https://t.co/1wE79xEPGB"
Mon Mar 30 14:30:40 +0000 2026,FinancialJuice,"Dallas Fed Mfg. Bus. Index Actual -0.2 (Forecast 2, Previous 0.20)"
Mon Mar 30 14:29:43 +0000 2026,FinancialJuice,UKMTO: 2 projectiles splashed near a container vessel near Saudi Arabia.
Mon Mar 30 14:28:56 +0000 2026,FinancialJuice,"Iran is currently exporting 2.4m-2.8m barrels of oil and petroleum products per day (b/d), including 1.5m-1.8m b/d of crude. The same as it was on average last year, and selling at higher prices. - Source with Knowledge"
Mon Mar 30 14:28:49 +0000 2026,FinancialJuice,UKMTO: It has received a report of an incident 22 nm northeast of Saudi Arabia ras Tanura
Mon Mar 30 14:23:35 +0000 2026,FinancialJuice,Fed's Miran ends remarks on CNBC.
Mon Mar 30 14:23:27 +0000 2026,FinancialJuice,Turkish Defence Ministry: All necessary measures are being taken decisively and without hesitation against any threat directed at our country’s territory and airspace.
Mon Mar 30 14:23:13 +0000 2026,FinancialJuice,Turkish Defence Ministry: A ballistic munition launched from Iran has been neutralised by NATO air and missile defence assets deployed in the Eastern Mediterranean.
Mon Mar 30 14:21:33 +0000 2026,FinancialJuice,Israel’s Haifa-based Bazan group confirms a missile attack on the roof of a distillates tank in Haifa Bay; damage is not material.
Mon Mar 30 14:20:32 +0000 2026,FinancialJuice,Fed's Miran: Monetary policy is still restrictive.
Mon Mar 30 14:20:24 +0000 2026,FinancialJuice,Fed's Miran: Higher oil prices could accelerate cooling in labor market.
Mon Mar 30 14:20:04 +0000 2026,FinancialJuice,"Fed's Miran: Private credit concerns are not at a level that would change my views, but it is a risk I'm aware of."
Mon Mar 30 14:19:57 +0000 2026,FinancialJuice,Middle Eastern carriers saw a 16.5% year-on-year increase in demand for air cargo in February; capacity increased by 13.5% year-on-year - IATA
Mon Mar 30 14:19:49 +0000 2026,FinancialJuice,Fed's Miran: Private credit is not presenting economic risk right now.
Mon Mar 30 14:19:27 +0000 2026,FinancialJuice,Crypto Fear &amp; Greed Index: 8/100 - Extreme Fear https://t.co/Lymlemx8kE
Mon Mar 30 14:18:09 +0000 2026,FinancialJuice,Fear &amp; Greed Index: 10/100 - Extreme Fear https://t.co/ggky5hFQQJ
Mon Mar 30 14:16:32 +0000 2026,FinancialJuice,Fed's Miran: Tighter financial conditions could have an effect on economic growth.
Mon Mar 30 14:15:29 +0000 2026,FinancialJuice,Fed's Miran: There's been an unwanted tightening of financial conditions.
Mon Mar 30 14:15:21 +0000 2026,FinancialJuice,"Fed's Miran: It isn't surprising that the bond market has excess volatility, don't read much from that."
Mon Mar 30 14:14:42 +0000 2026,FinancialJuice,Fed's Miran: It is important to go slowly on balance sheet reduction.
Mon Mar 30 14:14:16 +0000 2026,FinancialJuice,Fed's Miran: We can lower the short-term interest rate to offset the tightening effect of reducing the balance sheet.
Mon Mar 30 14:12:28 +0000 2026,FinancialJuice,"Fed's Miran: The Fed's balance sheet is too big, and I would like to shrink it."
Mon Mar 30 14:10:51 +0000 2026,FinancialJuice,Fed's Miran: Central banks shouldn't prevent AI from job creation.
Mon Mar 30 14:08:53 +0000 2026,FinancialJuice,Fed's Miran: Inflation is heading back to target a year from now.
Mon Mar 30 14:08:38 +0000 2026,FinancialJuice,G7 Statement: G7 central banks are strongly committed to maintaining price stability; monetary policy will remain data-dependent.
Mon Mar 30 14:08:25 +0000 2026,FinancialJuice,"Fed's Miran: Could be about a point easier, over the course of the year."
Mon Mar 30 14:08:12 +0000 2026,FinancialJuice,Fed's Miran: Wage growth has been coming down; the Fed is holding back labour demand inappropriately.
Mon Mar 30 14:07:21 +0000 2026,FinancialJuice,Fed's Miran: Not inclined to read much into markets.
Mon Mar 30 14:06:31 +0000 2026,FinancialJuice,"Fed's Miran: Still concerned about the labour market, the Fed can accommodate that."
Mon Mar 30 14:06:06 +0000 2026,FinancialJuice,Fed's Miran: Markets are volatile in the middle of a war.
Mon Mar 30 14:05:58 +0000 2026,FinancialJuice,Fed's Miran: No sense that other colleagues are moving their position based on oil prices.
Mon Mar 30 14:05:42 +0000 2026,FinancialJuice,Fed's Miran: No evidence of inflation shock from oil.
Mon Mar 30 14:04:45 +0000 2026,FinancialJuice,G7: Central banks are strongly committed to price stability.
Mon Mar 30 14:03:57 +0000 2026,FinancialJuice,Fed's Miran: Inflation expectations not yet affected by higher oil prices.
Mon Mar 30 14:03:48 +0000 2026,FinancialJuice,"Fed's Miran: No evidence of wage-price spiral, seems extremely unlikely - CNBC"
Mon Mar 30 13:58:26 +0000 2026,FinancialJuice,Qatar Emir arrives in Jeddah - Saudi State Media.
Mon Mar 30 13:57:30 +0000 2026,FinancialJuice,Ambrey: Vessel near Saudi coast assessed as US-affiliated through ownership.
Mon Mar 30 13:56:52 +0000 2026,FinancialJuice,"Ambrey: Liberia-flagged container vessel reports projectiles impacting water near it, Northeast of Saudi Arabia's Dammam, no damage or injuries."
Mon Mar 30 13:55:13 +0000 2026,FinancialJuice,Iran's Mission to the UN: The US has turned countries in the region into theatres of conflict.
Mon Mar 30 13:39:46 +0000 2026,FinancialJuice,"OatarEnergy: First LNG sets stage for Golden Pass LNG to deliver its first cargo from its facilities located in Sabine Pass, Texas."
Mon Mar 30 13:37:51 +0000 2026,FinancialJuice,US embassy in Venezuela is formally resuming operations Monday.
Mon Mar 30 13:34:42 +0000 2026,FinancialJuice,Golden Pass LNG achieves first LNG production from 3 LNG trains.
Mon Mar 30 13:30:45 +0000 2026,FinancialJuice,"MOO Imbalance
S&amp;P 500: +567 mln
Nasdaq 100: +24 mln
Dow 30: +103 mln
Mag 7: +21 mln"
Mon Mar 30 13:21:38 +0000 2026,FinancialJuice,"Hundreds of US Special Ops military personnel, Navy SEALs and Army Rangers, Marines and Army paratroopers are now in the Middle East - sources tell CBS."
Mon Mar 30 13:12:15 +0000 2026,FinancialJuice,Japan Industry Minister Akazawa: G7 confirmed it remains prepared to take all appropriate measures as necessary to stabilise energy markets.
Mon Mar 30 13:10:13 +0000 2026,FinancialJuice,"Japan's Fin. Min. Katayama: Oil price rises would hurt growth while fueling inflationary pressure, quite a few G7 central bank chiefs said they may have to focus on dealing with inflationary fears"
Mon Mar 30 13:05:25 +0000 2026,FinancialJuice,"Japan's Katayama: G7 agreed to avoid a situation where crude oil price rises, supply concerns affect FX moves, and global economic growth"
Mon Mar 30 13:03:21 +0000 2026,FinancialJuice,Japan's Katayama: G7 finance leaders and central bank chiefs discussed the need for coordination to deal with issues like private credit woes and volatility in bond markets
Mon Mar 30 13:02:36 +0000 2026,FinancialJuice,"Our Easter sale is now on!

https://t.co/me5KvL2VL7 https://t.co/MmAdiKy0bE"
Mon Mar 30 12:59:01 +0000 2026,FinancialJuice,"Japan's Fin. Min. Katayama: Crude oil futures move, rippling through the FX market"
Mon Mar 30 12:58:24 +0000 2026,FinancialJuice,"Japan Finance Minister Katayama: Told G7 Japan is watching market moves with a high sense of urgency, as volatility in crude oil futures has a huge impact on FX moves"
Mon Mar 30 12:57:50 +0000 2026,FinancialJuice,Japan's Fin. Min. Katayama: Told G-7 Japan is watching FX with a sense of urgency
Mon Mar 30 12:56:47 +0000 2026,FinancialJuice,Japan's Katayama: G7 participants agreed on communique
Mon Mar 30 12:37:00 +0000 2026,FinancialJuice,US Treasury Secretary Bessent: We could get hundreds of billions of USD recouping fraud money
Mon Mar 30 12:34:16 +0000 2026,FinancialJuice,US Treasury Secretary Bessent: The US will 'retake’ control of the straits
Mon Mar 30 12:34:00 +0000 2026,FinancialJuice,US Treasury Secretary Bessent: We're seeing more supply as countries cut deals with Iran
Mon Mar 30 12:33:40 +0000 2026,FinancialJuice,US Treasury Secretary Bessent: Unsanctioned Russia and Iran oil is 'on the water'
Mon Mar 30 12:33:12 +0000 2026,FinancialJuice,"US Treasury Secretary Bessent, on Iran and oil: Any supply will be helpful - Fox News."
Mon Mar 30 12:30:43 +0000 2026,FinancialJuice,German economy minister: Signs of a significant slowdown in the German economy are already visible
Mon Mar 30 12:28:48 +0000 2026,FinancialJuice,German Economy Minister: We will decide after the Easter holiday on which further measures could be taken for energy relief
Mon Mar 30 12:18:52 +0000 2026,FinancialJuice,"Get our Tradingview FinancialJuice Extension  

✅Real-time(ish) Headlines 
📷 TickStrike Orderflow  

Chrome: 
https://t.co/fqKcrXVvXo 

FireFox: https://t.co/VNvNnRobv0 https://t.co/x4R4lLYw0B"
Mon Mar 30 12:00:38 +0000 2026,FinancialJuice,"German CPI MoM Prelim Actual 1.1% (Forecast 1.1%, Previous 0.2%)"
Mon Mar 30 12:00:29 +0000 2026,FinancialJuice,"German HICP MoM Prelim Actual 1.2% (Forecast 1.2%, Previous 0.4%)"
Mon Mar 30 12:00:22 +0000 2026,FinancialJuice,"🔴German HICP YoY Prelim Actual 2.8% (Forecast 2.9%, Previous 2.0%)"
Mon Mar 30 12:00:15 +0000 2026,FinancialJuice,"🔴German CPI YoY Prelim Actual 2.7% (Forecast 2.7%, Previous 1.9%)"
Mon Mar 30 12:00:02 +0000 2026,FinancialJuice,Secured overnight financing rate 3.63% March 27th vs 3.65% March 26th
Mon Mar 30 11:48:05 +0000 2026,FinancialJuice,Iraq’s SOMO: We're studying offers from local and global shipping firms to transport oil via the southern borders - State News Agency
Mon Mar 30 11:30:06 +0000 2026,FinancialJuice,Trump: Deal will 'probably' be reached.
Mon Mar 30 11:29:57 +0000 2026,FinancialJuice,Trump: Great progress has been made.
Mon Mar 30 11:29:13 +0000 2026,FinancialJuice,Trump: Great progress has been made
Mon Mar 30 11:28:54 +0000 2026,FinancialJuice,"🔴Trump on Iran: Will completely obliterate all of Iran's electric generating plants, oil wells, and Kharg Island if a deal is not reached"
Mon Mar 30 11:28:18 +0000 2026,FinancialJuice,"🔴Trump on Iran: The US is in serious discussions with a new, and more reasonable, regime to end our military operations in Iran"
Mon Mar 30 10:52:48 +0000 2026,FinancialJuice,EU's Costa: Had a ‘good call’ today with Pakistan PM to discuss the Iran situation
Mon Mar 30 10:15:53 +0000 2026,FinancialJuice,India government official: No plans yet to send more vessels to the Persian Gulf for lifting oil and gas
Mon Mar 30 10:08:01 +0000 2026,FinancialJuice,"Iran's Baghaei: Tehran respects the nuclear non-proliferation treaty as long as it is a member, but its utility is under question as Iran is attacked and its rights are not respected"
Mon Mar 30 09:49:31 +0000 2026,FinancialJuice,EU commission adopts €1.5B defense industry work program
Mon Mar 30 09:45:35 +0000 2026,FinancialJuice,"Iran's Baghaei: Bushehr nuclear power plant is still active, condemn 'very dangerous' attacks by the US and Israel"
Mon Mar 30 09:34:52 +0000 2026,FinancialJuice,"Iran's Baghaei: Tehran expects the UAE to treat its citizens with foresight, will protect the rights of citizens everywhere"
Mon Mar 30 09:30:52 +0000 2026,FinancialJuice,Iran's Baghaei: Iranian ambassador to Lebanon will continue his work in Beirut
Mon Mar 30 09:17:50 +0000 2026,FinancialJuice,Ukraine’s President Zelenskiy: Ukraine has agreements with Middle East countries regarding energy support
Mon Mar 30 09:10:38 +0000 2026,FinancialJuice,"Iran's Baghaei: Proposals conveyed to Iran have mostly been ‘unrealistic, unreasonable and excessive.'"
Mon Mar 30 09:10:16 +0000 2026,FinancialJuice,"Iran's Foreign Ministry Spokesperson Baghaei: No direct talks with the US took place, only messages via intermediaries"
Mon Mar 30 09:01:37 +0000 2026,FinancialJuice,Euro zone March producer price expectations 19.7 vs revised 12.3 in February - EU Commission
Mon Mar 30 09:01:06 +0000 2026,FinancialJuice,Euro area March services confidence 4.9; est. 4.0
Mon Mar 30 09:00:49 +0000 2026,FinancialJuice,Euro area March industrial confidence -7.0; est. -8.0
Mon Mar 30 08:52:19 +0000 2026,FinancialJuice,Japan PM Takaichi: Appointed Akazawa as Minister in charge of securing supply of critical materials - X Post.
Mon Mar 30 08:15:16 +0000 2026,FinancialJuice,Syrian Army: Drone attacks targeted several bases near the Iraqi border - State News Agency
Mon Mar 30 07:24:36 +0000 2026,FinancialJuice,Japan Deputy Chief Cabinet Secretary Ozaki: Hearing speculative moves in the forex market are rising
Mon Mar 30 07:13:18 +0000 2026,FinancialJuice,Japan government spokesperson: We're closely watching market moves with an extremely high sense of urgency
Mon Mar 30 07:06:35 +0000 2026,FinancialJuice,Two China-linked ships appear to attempt a second Hormuz transit
Mon Mar 30 06:47:53 +0000 2026,FinancialJuice,Socgen: Brent oil may average $125/bbl in April on Mideast war
Mon Mar 30 06:47:34 +0000 2026,FinancialJuice,Socgen sees ‘growing likelihood' Brent to top $150 on Iran war
Mon Mar 30 06:39:36 +0000 2026,FinancialJuice,BoJ: We need to pay attention to the possibility that upward pressures on prices from rising crude oil prices may have strengthened as firms have become more proactive in hiking prices and wages
Mon Mar 30 06:37:32 +0000 2026,FinancialJuice,"BoJ: The underlying inflation rate is rising moderately toward 2%. From the perspective of the sustainable achievement of 2% target, it will also be necessary to monitor whether underlying inflation becomes firmly anchored at around 2%"
Mon Mar 30 06:36:10 +0000 2026,FinancialJuice,BoJ: Firms continue to pass on higher wages. A mechanism in which wages and prices rise moderately in tandem has been taking hold
Mon Mar 30 06:35:55 +0000 2026,FinancialJuice,"BoJ: Output gap has been on an improving trend, labor market conditions remain extremely tight, and wages are rising moderately"
Mon Mar 30 06:35:40 +0000 2026,FinancialJuice,BoJ: Composite indicators on medium- to long-term inflation expectations show a gradual increase toward 2%
Mon Mar 30 06:33:38 +0000 2026,FinancialJuice,BoJ: Underlying inflation must be judged comprehensively by examining a wide range of information on economic activity and prices from multiple perspectives
Mon Mar 30 05:38:36 +0000 2026,FinancialJuice,"S&amp;P: We believe Japan has substantial ability to withstand supply shortages, given its large oil reserves of around eight months"
Mon Mar 30 05:37:52 +0000 2026,FinancialJuice,S&amp;P: Uncertainty over US tariff policies is likely to abate significantly following the agreement reached between the US and Japan
Mon Mar 30 05:34:07 +0000 2026,FinancialJuice,"S&amp;P: However, we believe Japan's fiscal deficit could widen over the next two years due to higher spending on investments and economic support measures"
Mon Mar 30 05:33:55 +0000 2026,FinancialJuice,S&amp;P: Strong revenue growth over the past three years has improved Japan's fiscal position faster than we had expected
Mon Mar 30 05:32:11 +0000 2026,FinancialJuice,"S&amp;PGR affirms Japan ratings at 'A+/A-1', outlook stable"
Mon Mar 30 04:33:55 +0000 2026,FinancialJuice,You guys know the drill 😂
Mon Mar 30 00:20:29 +0000 2026,FinancialJuice,Trump: I think we will make a deal with them pretty soon. It is possible that we will not.
Mon Mar 30 00:20:01 +0000 2026,FinancialJuice,Trump: Performing extremely well in negotiations with Iran
Mon Mar 30 00:19:27 +0000 2026,FinancialJuice,Trump: Provided us 20 large oil vessels through Strait of Hormuz starting tomorrow morning
Mon Mar 30 00:18:53 +0000 2026,FinancialJuice,Trump: Negotiating both directly and indirectly with Iran.
Fri Mar 27 23:48:18 +0000 2026,FinancialJuice,"US Official: Iran missile strike on base in Saudi Arabia injures 12 US troops, two seriously."
Fri Mar 27 23:38:53 +0000 2026,FinancialJuice,Trump: I guess we do not have to be there for NATO.
Fri Mar 27 21:44:32 +0000 2026,FinancialJuice,Iranian missile struck the Prince Sultan Air Base in Saudi Arabia on Friday injuring several US service members - WSJ
Fri Mar 27 21:44:19 +0000 2026,FinancialJuice,Trump on Iran: Iran must open Strait of Hormuz
Fri Mar 27 21:44:06 +0000 2026,FinancialJuice,Trump on Iran: They are negotiating
Fri Mar 27 21:08:56 +0000 2026,FinancialJuice,"Iranian missile struck the Prince Sultan Airbase in Saudi Arabia on Friday, damaging several US refueling aircraft - WSJ"
Fri Mar 27 20:44:41 +0000 2026,FinancialJuice,🔴 Houthis: We are going to intervene in the war if the Red Sea is used to attack Iran.
Fri Mar 27 20:44:28 +0000 2026,FinancialJuice,"Trump on Iran: They are being decimated, they are talking now."
Fri Mar 27 20:43:26 +0000 2026,FinancialJuice,🔴 Houthis: We are to intervene in the war if any alliance joins the US and Israel.
Fri Mar 27 20:28:14 +0000 2026,FinancialJuice,"Trump is getting a little bored with Iran. Not that he regrets it or something — he’s just bored and wants to move on - MSNow citing US Official.

https://t.co/ggJbwp8Z2A"
Fri Mar 27 20:26:12 +0000 2026,FinancialJuice,4:40 PM ET
Fri Mar 27 20:19:27 +0000 2026,FinancialJuice,"The statement from the Yemeni Armed Forces will be at 11:40 PM, shortly."
Fri Mar 27 20:17:27 +0000 2026,FinancialJuice,US-Iran discussions are not happening in Pakistan or Turkey for de-escalation this weekend - Asia One News Reporter.
Fri Mar 27 20:16:26 +0000 2026,FinancialJuice,US bank deposits rose to $18.883 tln from $18.876 tln in the prior week.
Fri Mar 27 20:11:33 +0000 2026,FinancialJuice,US Envoy Witkoff: Trump wants to reach a peace agreement but believes in peace through strength.
Fri Mar 27 20:10:33 +0000 2026,FinancialJuice,"Must permanently curb Iran's missile and drone capabilities and ensure global energy supplies are never again ""weaponised - 4 Gulf sources"
Fri Mar 27 20:10:20 +0000 2026,FinancialJuice,Gulf states said to US any deal with Iran should do more than end the war - 4 Gulf sources
Fri Mar 27 20:05:13 +0000 2026,FinancialJuice,US Envoy Witkoff on Iran: Enrichment and stockpiling are red lines for the US.
Fri Mar 27 20:04:38 +0000 2026,FinancialJuice,US Envoy Witkoff: We expect an answer from Iran on the US' 15-point plan.
Fri Mar 27 20:01:57 +0000 2026,FinancialJuice,US Envoy Witkoff: I think there will be Iran meetings this week. Trump wants a peace deal.
Fri Mar 27 20:00:35 +0000 2026,FinancialJuice,Reports pertaining to the Houthi entry into the conflict are unconfirmed – Open Source Intel
Fri Mar 27 19:55:11 +0000 2026,FinancialJuice,"Damn, son. Waiting for $200 oil😂"
Fri Mar 27 19:54:11 +0000 2026,FinancialJuice,Turkish Foreign Minister: The current negotiating positions of both sides differ from their positions before the war.
Fri Mar 27 19:53:05 +0000 2026,FinancialJuice,Turkish Foreign Minister: US coordinating with us on negotiations with Iran.
Fri Mar 27 19:52:03 +0000 2026,FinancialJuice,Turkish Foreign Minister: Negotiations between US and Tehran have started.
Fri Mar 27 19:50:39 +0000 2026,FinancialJuice,"MOC Imbalance

S&amp;P 500: -554 mln
Nasdaq 100: -841 mln
Dow 30: -111 mln
Mag 7: -372 mln"
Fri Mar 27 19:41:55 +0000 2026,FinancialJuice,Memory chip stocks shed $100 bln as AI-driven shortage trade unwinds - FT.
Fri Mar 27 19:33:12 +0000 2026,FinancialJuice,Iraq: We're working with US to prevent our territory from being used as a launching pad for attacks against Americans and coalition forces.
Fri Mar 27 19:31:53 +0000 2026,FinancialJuice,Iraq: Increasing cooperation with America to prevent terrorist attacks.
Fri Mar 27 19:31:08 +0000 2026,FinancialJuice,"CFTC Positions in the Week Ended March 24th
https://t.co/Mn9OtFWhAF"
Fri Mar 27 19:22:30 +0000 2026,FinancialJuice,"Monday FX Options Expiries
https://t.co/nYtxbGCYH2"
Fri Mar 27 19:20:25 +0000 2026,FinancialJuice,Houthis in Yemen officially announce entry into the conflict to support Iran - The Middle East
Fri Mar 27 19:15:51 +0000 2026,FinancialJuice,France and Britain are leading plans to escort vessels via Hormuz - NYT.
Fri Mar 27 19:13:21 +0000 2026,FinancialJuice,Europe drafting postwar plan to escort tankers - NYT.
Fri Mar 27 19:10:25 +0000 2026,FinancialJuice,Canada's International Trade Minister: EU and CPTPP agree to move forward with reaching historic digital trade agreement between both blocs.
Fri Mar 27 19:06:27 +0000 2026,FinancialJuice,"Explosions in Ahvaz and Dezful Iran, as well as at Sadrshimi Industries, a chemical subsidiary of Iran’s defense ministry, in Shiraz."
Fri Mar 27 19:05:12 +0000 2026,FinancialJuice,Musk joined Trump and Modi call on Tuesday about the Iran war - NYT.
Fri Mar 27 19:03:12 +0000 2026,FinancialJuice,Iranian Army drones strike major Israeli military logistics site - Press TV
