date,author_name,content
Fri Mar 27 19:02:19 +0000 2026,FinancialJuice,"Volland SPX Spot-Vol Beta: 2.09
This gauge measures how much the VIX is reacting relative to the S&P 500’s price move. A reading of 2.09 suggests volatility is strongly over-reacting, meaning options traders are aggressively pricing in protection compared to the actual move in the index. In simple terms, fear pricing appears elevated relative to price action.

Spot-vol beta: how much VIX is over- or under-reacting to spot move. Vol Event study by @wizofops
Source: https://t.co/wR9hqXIoUG"
Fri Mar 27 18:56:00 +0000 2026,FinancialJuice,US Agriculture Sec. Rollins: Planning fertilizer-related announcement in next few days.
Fri Mar 27 18:55:12 +0000 2026,FinancialJuice,DHS: TSA workers will start seeing paychecks as early as Monday.
Fri Mar 27 18:54:07 +0000 2026,FinancialJuice,US Agriculture Sec. Rollins on Hormuz impact on fertilizer: I'm concerned about costs.
Fri Mar 27 18:50:17 +0000 2026,FinancialJuice,https://t.co/aeWRqkBvrI
Fri Mar 27 18:49:55 +0000 2026,FinancialJuice,Iran's Parliament Speaker Ghalibaf has emerged as a key figure in President Trump's push for peace talks with Tehran - Axios
Fri Mar 27 18:47:56 +0000 2026,FinancialJuice,Senior Iranian Official: Iran yet to decide whether to respond to US proposal because of attacks on industrial and nuclear infrastructure.
Fri Mar 27 18:45:40 +0000 2026,FinancialJuice,"Brent Crude futures settle at $112.57/bbl, up $4.56, 4.22%"
Fri Mar 27 18:42:33 +0000 2026,FinancialJuice,🔴 Senior Iranian Official: Iran's response to US proposal had originally been expected to be delivered on Friday or Saturday.
Fri Mar 27 18:42:14 +0000 2026,FinancialJuice,Senior Iranian official tells source: Tehran has yet to decide whether to respond to U.S. proposal because of attacks on industrial and nuclear infrastructure
Fri Mar 27 18:41:58 +0000 2026,FinancialJuice,Senior Iranian Official: US action of launching attacks on Iran while simultaneously calling for talks is intolerable
Fri Mar 27 18:35:31 +0000 2026,FinancialJuice,Trump directs DHS Secretary and OMB director to compensate TSA employees - White House memo
Fri Mar 27 18:33:17 +0000 2026,FinancialJuice,Trump tells DHS and OMB to use funds with 'Logical Nexus' for TSA.
Fri Mar 27 18:32:45 +0000 2026,FinancialJuice,"NYMEX Diesel Apr. futures settle at $4.4955 a gallon

NYMEX Gasoline Apr. futures settle at $3.2501 a gallon

NYMEX WTI Crude May futures settle at $99.64 a barrel up $5.16, 5.46%

NYMEX Nat Gas Apr. futures settle at $3.0950/MMBTU"
Fri Mar 27 18:29:01 +0000 2026,FinancialJuice,IAEA informed by Iran that the Yellow Cake production facility in Yazd was attacked today.
Fri Mar 27 18:23:55 +0000 2026,FinancialJuice,US House Speaker Johnson: We're planning vote on DHS stopgap bill as soon as possible.
Fri Mar 27 18:23:20 +0000 2026,FinancialJuice,"IAEA on Shahid Rezayee Nejad yellow cake production facility: No increase in off-site radiation levels reported, the International Atomic Energy Agency is looking into the report."
Fri Mar 27 18:22:31 +0000 2026,FinancialJuice,IAEA has been informed by Iran that the Shahid Rezayee Nejad Yellow Cake production facility in Yazd province also known as Ardakan was attacked today
Fri Mar 27 18:21:10 +0000 2026,FinancialJuice,"US House Speaker Johnson: House to vote to restore Homeland Security funding until late May, creating contrast with bill that passed the Senate."
Fri Mar 27 18:19:38 +0000 2026,FinancialJuice,US House Speaker Johnson: I will offer simple stopgap to fund DHS until May 22nd.
Fri Mar 27 18:18:40 +0000 2026,FinancialJuice,Oracle credit default swaps near 2008 record closing high. $ORCL
Fri Mar 27 18:17:52 +0000 2026,FinancialJuice,Trump: Going to make a speech on economics. Our military operation in iran is going great - Truth Social.
Fri Mar 27 18:00:55 +0000 2026,FinancialJuice,Iran’s Foreign Minister Araghchi: Attack on Iranian steel factories contradicts POTUS' extended deadline for diplomacy. Iran will exact a heavy price for Israeli crimes.
Fri Mar 27 17:57:26 +0000 2026,FinancialJuice,An important statement from the Yemeni Armed Forces is expected in the coming hours - Al-Masirah News.
Fri Mar 27 17:46:22 +0000 2026,FinancialJuice,"$GOOGL
Google nears a deal to help finance multibillion-dollar data centre leased to Anthropic - FT 

Google plans to throw its financial support behind a multibillion-dollar data centre project in Texas, leased to Anthropic, as it builds out its infrastructure deal with the AI lab.
Backing from Google, expected to be finalised in the coming weeks, would include the search giant offering construction loans for Nexus Data Centers, the site’s operator, according to people familiar with the matter.
https://t.co/JSNWRb4eZf"
Fri Mar 27 17:45:01 +0000 2026,FinancialJuice,Google nears deal to help finance an Anthropic data center - FT. $GOOGL
Fri Mar 27 17:24:13 +0000 2026,FinancialJuice,Iran Revolutionary Guards targeted US-Israeli forces in Kuwait's Bubiyan Island - State TV.
Fri Mar 27 17:17:15 +0000 2026,FinancialJuice,"France's Finance Minister Lescure: France has so far released 580,000 barrels of oil out of the amount pledged by France as part of the IEA's release of strategic stockpiles to deal with the Middle East crisis."
Fri Mar 27 17:15:00 +0000 2026,FinancialJuice,France's Finance Minister Lescure: Energy aid won't require a new budget.
Fri Mar 27 17:13:41 +0000 2026,FinancialJuice,ECB's Schnabel: The scale of the fiscal response will be important.
Fri Mar 27 17:07:39 +0000 2026,FinancialJuice,🔴 The US signals to allies no immediate plans for an Iran invasion.
Fri Mar 27 17:03:33 +0000 2026,FinancialJuice,ECB's Schnabel: The ECB is monitoring inflation expectations and the price-setting.
Fri Mar 27 17:02:00 +0000 2026,FinancialJuice,🔴 US Secretary of State Rubio claimed that the US is close to holding serious talks with Iran - Axios.
Fri Mar 27 17:01:09 +0000 2026,FinancialJuice,"US Baker Hughes Total Rig Count Actual 543 (Forecast 554, Previous 552)

US Baker Hughes Oil Rig Count Actual 409 (Forecast -, Previous 414)"
Fri Mar 27 17:00:44 +0000 2026,FinancialJuice,Israeli Military has struck a uranium extraction facility from ore located in Yazd in central Iran - Statement.
Fri Mar 27 16:58:03 +0000 2026,FinancialJuice,Trump: We're announcing new guidelines on diesel.
Fri Mar 27 16:54:15 +0000 2026,FinancialJuice,Trump: I am requesting additional farm relief for farmers.
Fri Mar 27 16:51:53 +0000 2026,FinancialJuice,Germany’s Chancellor Merz: German contribution in resolving the crisis is an option.
Fri Mar 27 16:50:54 +0000 2026,FinancialJuice,US Secretary of State Rubio: sanctions relief on Russian crude is not a permanent policy for United States.
Fri Mar 27 16:50:44 +0000 2026,FinancialJuice,"The FBI confirms hackers targeted FBI Director Patel's emails, and a pro-Iran group takes credit for compromising Patel's account."
Fri Mar 27 16:48:50 +0000 2026,FinancialJuice,ECB's Schnabel: We shouldn't overreact to the current situation.
Fri Mar 27 16:48:13 +0000 2026,FinancialJuice,"US Secretary of State Rubio: Countries that would be most impacted by tolling should do something, I received a good reception on that at the G7."
Fri Mar 27 16:47:57 +0000 2026,FinancialJuice,US Secretary of State Rubio: Iranian tolling of the Strait of Hormuz would not be acceptable.
Fri Mar 27 16:47:16 +0000 2026,FinancialJuice,US Secretary of State Rubio: Iranian tolling of the Strait of Hormuz would not be acceptable
Fri Mar 27 16:47:08 +0000 2026,FinancialJuice,🔴 US Secretary of State Rubio: We expect a response from Iran today or tomorrow.
Fri Mar 27 16:46:51 +0000 2026,FinancialJuice,US Secretary of State Rubio: We had an exchange of messages and indications from the Iranian system about a willingness to talk about certain things.
Fri Mar 27 16:46:24 +0000 2026,FinancialJuice,Israeli Military has struck the Heavy Water Plant in Arak in central Iran a short while ago - Statement.
Fri Mar 27 16:45:56 +0000 2026,FinancialJuice,US Secretary of State Rubio: We are waiting for further clarification on who we will be talking to on Iran negotiations.
Fri Mar 27 16:44:53 +0000 2026,FinancialJuice,US Secretary of State Rubio: We can achieve our goals in Iran without any ground troops.
Fri Mar 27 16:44:46 +0000 2026,FinancialJuice,US Secretary of State Rubio: There isn't a naval blockade surrounding Cuba. The reason for the blackouts is old equipment that has not been maintained.
Fri Mar 27 16:44:13 +0000 2026,FinancialJuice,"The Royal Navy has been authorized to step up hostile action against the Russian Shadow Fleet in the waters of the UK, with PM Starmer ordering warships, commandos, and law enforcement to stop and board tankers suspected of evading sanctions imposed on Russia - Navy Lookout."
Fri Mar 27 16:43:49 +0000 2026,FinancialJuice,ECB's Schnabel: No central bank wants to repeat the 2022 experience.
Fri Mar 27 16:42:32 +0000 2026,FinancialJuice,US House GOP plans to vote on an 8-week stopgap on DHS funding.
Fri Mar 27 16:41:36 +0000 2026,FinancialJuice,"US Secretary of State Rubio: Aid to Ukraine is not contingent on giving up Donbas, and Zelenskiy was told security guarantees come only after there is an end to the war."
Fri Mar 27 16:41:09 +0000 2026,FinancialJuice,US Secretary of State Rubio: Ukraine’s President Zelenskiy's comments on Thursday about supposed us demands for Ukrainian concessions were a lie.
Fri Mar 27 16:39:43 +0000 2026,FinancialJuice,US Secretary of State Rubio: There is nothing that Russia is doing for Iran that impedes our operation.
Fri Mar 27 16:38:54 +0000 2026,FinancialJuice,🔴 US Secretary of State Rubio told G7 foreign ministers today that the war with Iran will continue for another 2-4 weeks - Axios reporter on X.
Fri Mar 27 16:38:20 +0000 2026,FinancialJuice,German Chancellor Merz: We have to accept that Germany's old business model no longer works.
Fri Mar 27 16:37:53 +0000 2026,FinancialJuice,US Trade Representative Greer: The goal remains economic stability and balanced trade with China.
Fri Mar 27 16:37:29 +0000 2026,FinancialJuice,US Secretary of State Rubio: There are no meetings scheduled as of now on Russia-Ukraine.
Fri Mar 27 16:36:34 +0000 2026,FinancialJuice,EU Commission: We discussed preparedness in case of a long disruption.
Fri Mar 27 16:35:36 +0000 2026,FinancialJuice,US Trade Representative Greer: China probes are symbolic.
Fri Mar 27 16:35:29 +0000 2026,FinancialJuice,"Traders trim ECB rate wagers, and now see 50% chance of hike in April."
Fri Mar 27 16:35:07 +0000 2026,FinancialJuice,EU Commission: Oil and gas security of supply stable for the moment.
Fri Mar 27 16:34:49 +0000 2026,FinancialJuice,The decision to ban gasoline exports for russian producers from April 1st for 6 months has been made - Tass.
Fri Mar 27 16:33:28 +0000 2026,FinancialJuice,US Secretary of State Rubio: Iran may decide to set up a tolling system on the Strait of Hormuz.
Fri Mar 27 16:33:11 +0000 2026,FinancialJuice,"US Secretary of State Rubio: We expect the Iran operation to conclude at the appropriate time, we are talking weeks, not months."
Fri Mar 27 16:32:19 +0000 2026,FinancialJuice,US Secretary of State Rubio: We had a really good meeting at the G7.
Fri Mar 27 16:31:58 +0000 2026,FinancialJuice,The UN spokesperson: The UN has established a task force to create a new mechanism for the Strait of Hormuz to facilitate fertilizer trade and the movement of related raw materials.
Fri Mar 27 16:29:20 +0000 2026,FinancialJuice,ECB's Schnabel: There is no need to rush into action. We have time to analyze data.
Fri Mar 27 16:28:10 +0000 2026,FinancialJuice,"US Secretary of State Rubio did not ask the G7 to contribute ships to clear the Strait of Hormuz now, but asked them to prepare for a postwar role - Three people familiar with talks."
Fri Mar 27 16:28:00 +0000 2026,FinancialJuice,US Secretary of State Rubio told G7 counterparts the Iran war should end in a matter of weeks - Three people familiar with the talks.
Fri Mar 27 16:27:55 +0000 2026,FinancialJuice,Russia may introduce a ban on gasoline exports for producers from april 1st - Tass.
Fri Mar 27 16:22:29 +0000 2026,FinancialJuice,🔴 Iran's IRGC warns US-linked and Israel-allied industrial companies and heavy industries in the region to evacuate workplaces - Iranian Media.
Fri Mar 27 16:18:16 +0000 2026,FinancialJuice,The US held talks with firms about scrapping offshore wind leases - FT.
Fri Mar 27 16:16:17 +0000 2026,FinancialJuice,US House Speaker Johnson is not planning a vote on the Senate-passed DHS bill - Axios.
Fri Mar 27 16:15:09 +0000 2026,FinancialJuice,White House Official: SBA is opening up new loan guarantees for farmers and food suppliers.
Fri Mar 27 16:14:58 +0000 2026,FinancialJuice,White House Official: The Small Business Administration is offering a 90% grocery guarantee on loans for small businesses in the agriculture and logistics industries.
Fri Mar 27 16:13:54 +0000 2026,FinancialJuice,US House Speaker Johnson is going to put short-term DHS funding on the floor - Axios.
Fri Mar 27 16:12:12 +0000 2026,FinancialJuice,Fed's Paulson: It is very valuable that long-run inflation expectations are anchored.
Fri Mar 27 16:11:18 +0000 2026,FinancialJuice,ECB's Schnabel: We're facing a massive energy-price shock.
Fri Mar 27 16:11:06 +0000 2026,FinancialJuice,US Official: Indian refiners have bought about 60 mln barrels of Russian oil for April delivery - Fox Reporter on X
Fri Mar 27 16:08:49 +0000 2026,FinancialJuice,"Volland SPX Dealer Premium: $371.42B
This widget shows the total option premium dealers have collected from open positions. Net dealer premium stands at roughly $371.42B, signaling an exceptionally large premium cushion embedded across SPX options positioning.

0DTE premium is about $9.42B today, reflecting very heavy same-day options activity that can significantly amplify intraday market sensitivity and flow-driven moves.

Net premiums collected by dealers from all open positions / 0DTE premiums represent the total premiums collected by dealers today @wizofops
Source: https://t.co/wR9hqXIoUG"
Fri Mar 27 16:07:38 +0000 2026,FinancialJuice,Fed's Paulson: The job market does not feel robust.
Fri Mar 27 16:07:23 +0000 2026,FinancialJuice,"Fed's Paulson: To me, it feels like the job market is fragile."
Fri Mar 27 16:06:43 +0000 2026,FinancialJuice,"Fed's Paulson: Bending, but not breaking, is still how to view the job market."
Fri Mar 27 16:06:26 +0000 2026,FinancialJuice,Fed's Paulson: low wage pressures reduce concern around inflation.
Fri Mar 27 16:05:37 +0000 2026,FinancialJuice,House Minority Leader Jeffries sees overwhelming support for the Senate-passed DHS bill.
Fri Mar 27 16:04:54 +0000 2026,FinancialJuice,Fed's Paulson: The economy is not creating a lot of jobs right now.
Fri Mar 27 16:04:43 +0000 2026,FinancialJuice,Fed's Paulson: There is a risk that a series of supply shocks drives up inflation.
Fri Mar 27 16:03:37 +0000 2026,FinancialJuice,Fed's Paulson: There's more risk of a faster shift from oil prices into inflation expectations.
Fri Mar 27 16:03:23 +0000 2026,FinancialJuice,Fed's Paulson: The impact of the Iran war comes as inflation has been high.
Fri Mar 27 16:03:08 +0000 2026,FinancialJuice,"ECB's Schnabel presentation Slides
https://t.co/CkmKtlx8IH"
Fri Mar 27 16:02:01 +0000 2026,FinancialJuice,Fed's Paulson: It is useful to consider different scenarios around the Iran war.
Fri Mar 27 15:59:49 +0000 2026,FinancialJuice,🔴 Iran warns of attacks on steel plants in the Gulf and Israel - Tasnim.
Fri Mar 27 15:58:09 +0000 2026,FinancialJuice,Air attack kills 2 and injures 2 at the Firouzabad cement plant in southern Fars province - State News Agency IRNA.
Fri Mar 27 15:53:21 +0000 2026,FinancialJuice,"Iran's Yellowcake factory in Ardakan has been bombed, no release of radioactive materials outside the complex - Iranian Media."
Fri Mar 27 15:50:43 +0000 2026,FinancialJuice,Iran: There is no risk of radiation leak at the Khondab site - IRNA.
Fri Mar 27 15:45:48 +0000 2026,FinancialJuice,Trump will release the full fiscal year 2027 budget request on April 3rd.
Fri Mar 27 15:42:05 +0000 2026,FinancialJuice,Iran's industrial unit in Arak targeted in airstrikes - Tasnim
Fri Mar 27 15:39:50 +0000 2026,FinancialJuice,"France’s Barrot: once the peak of the hostilities is over, there will be a system of escorts for tankers. An international mission will then be needed."
Fri Mar 27 15:39:23 +0000 2026,FinancialJuice,France’s Barrot on whether the US made any requests to the G7 regarding Hormuz: Our objectives are shared.
Fri Mar 27 15:37:00 +0000 2026,FinancialJuice,"Fars News Agency, quoting an official: Iran's Arak heavy water research reactor has been targeted."
Fri Mar 27 15:33:48 +0000 2026,FinancialJuice,"French Foreign Minister Barrot: I do not want to speak on behalf of US Secretary of State Rubio, but Rubio suggested that the US's objective was to destroy Iran's ballistic capabilities."
Fri Mar 27 15:31:29 +0000 2026,FinancialJuice,Fed's Paulson: It is unclear how much AI is driving higher productivity so far.
Fri Mar 27 15:31:12 +0000 2026,FinancialJuice,Fed's Paulson: Above-target inflation would complicate the Fed's response to growth driven by artificial intelligence.
Fri Mar 27 15:30:54 +0000 2026,FinancialJuice,"Fed's Paulson: Inflation levels are still too high, and inflation expectations are fragile."
Fri Mar 27 15:30:35 +0000 2026,FinancialJuice,Fed's Paulson: the Iran war creates risks for growth and inflation.
Fri Mar 27 15:30:23 +0000 2026,FinancialJuice,Fed's Paulson: The Fed has made notable progress in bringing inflation down.
Fri Mar 27 15:29:24 +0000 2026,FinancialJuice,"Pakistan in direct contact with Iran's security establishment that controls the nation, not just the Foreign Ministry - regional source cited by CBS Reporter."
Fri Mar 27 15:26:26 +0000 2026,FinancialJuice,"🔴 White House officials cautiously hopeful  latest talks with Iran are making progress, sources familiar with the talks   - CBS Reporter"
Fri Mar 27 15:22:26 +0000 2026,FinancialJuice,"QatarEnergy's Edison: We won't deliver 10 LNG cargoes for April-June - Statement

Edison: QatarEnergy extends force majeure until mid-June."
Fri Mar 27 15:20:43 +0000 2026,FinancialJuice,"US officials tell allies Iran war could delay Ukraine weapons shipments - Politico 

The warning comes as the U.S. burns through air defense interceptors and other weapons in its military campaign against Tehran.
https://t.co/bH4PEy3uh7"
Fri Mar 27 15:18:09 +0000 2026,FinancialJuice,Iran's Khondab Heavy Water research reactor targeted in air attack - Official tells Fars news.
Fri Mar 27 15:16:07 +0000 2026,FinancialJuice,Iran response to the US peace proposal expected later Friday - CBS Reporter citing sources familiar with the matter.
Fri Mar 27 15:13:09 +0000 2026,FinancialJuice,Saudi Arabia and Ukraine sign a defence procurement memorandum - State News Agency.
Fri Mar 27 15:02:55 +0000 2026,FinancialJuice,"Fed's Barkin: The unemployment rate is low, but the labor market feels fragile. Firms see little wage pressure and multiple applicants for each job."
Fri Mar 27 15:02:18 +0000 2026,FinancialJuice,Fed's Barkin: I will be watching inflation and expectations data carefully.
Fri Mar 27 15:02:06 +0000 2026,FinancialJuice,Damages at the Mobarakah plant hit in strikes being examined - ISNA
Fri Mar 27 15:02:04 +0000 2026,FinancialJuice,"Fed's Barkin: Higher gasoline prices hit consumer sentiment, can crowd out other spending."
Fri Mar 27 15:01:54 +0000 2026,FinancialJuice,"Fed's Barkin: Even before the oil shock, progress on inflation was at risk of stalling."
Fri Mar 27 15:01:42 +0000 2026,FinancialJuice,Fed's Barkin: The war and fast changes due to Artificial Intelligence have again clouded the economic outlook.
Fri Mar 27 15:01:13 +0000 2026,FinancialJuice,Fed's Barkin: The pace and uncertainty of changes around AI have made a lot of Fed officials uneasy.
Fri Mar 27 15:00:31 +0000 2026,FinancialJuice,Iran's Mobarakeh Steel: Part of power facilities and steelmaking area hit situation under control - ISNA.
Fri Mar 27 14:51:07 +0000 2026,FinancialJuice,"https://t.co/LlTd5pPYYa &gt; Join our beta test 

real-time stock spike alerts (FX, futures etc too ) https://t.co/m7IcYFAj3h"
Fri Mar 27 14:49:18 +0000 2026,FinancialJuice,A tanker carrying Russia-origin fuel originally bound for Cuba arrived in Venezuelan waters - Ship Monitoring Data.
Fri Mar 27 14:45:54 +0000 2026,FinancialJuice,G7 Foreign Ministers: We are focused on supporting initiatives to mitigate global economic shocks.
Fri Mar 27 14:45:33 +0000 2026,FinancialJuice,EU Energy ministers are to hold a video call on Tuesday on the Iran war's impact on energy security - Spokesperson for Cyprus's EU Presidency.
Fri Mar 27 14:44:25 +0000 2026,FinancialJuice,Germany's Foreign Minister Wadephul: We're facing massive security risks - G7 Meeting.
Fri Mar 27 14:43:48 +0000 2026,FinancialJuice,EU Energy Ministers are to discuss the Iran crisis on Tuesday via a video call.
Fri Mar 27 14:40:33 +0000 2026,FinancialJuice,Fear &amp; Greed Index: 16/100 - Extreme Fear https://t.co/RbWZrKONjv
Fri Mar 27 14:19:18 +0000 2026,FinancialJuice,Crypto Fear &amp; Greed Index: 13/100 - Extreme Fear https://t.co/tEE3vx4Pvx
Fri Mar 27 14:00:26 +0000 2026,FinancialJuice,"University Michigan Expectations Final Actual 51.7 (Forecast 50.9, Previous 54.1)"
Fri Mar 27 14:00:19 +0000 2026,FinancialJuice,"University Michigan 5 Yr Inflation Final Actual 3.2% (Forecast 3.5%, Previous 3.2%)"
Fri Mar 27 14:00:15 +0000 2026,FinancialJuice,"University Michigan 1 Yr Inflation Final Actual 3.8% (Forecast 3.6%, Previous 3.4%)"
Fri Mar 27 14:00:11 +0000 2026,FinancialJuice,"University Michigan Conditions Final Actual 55.8 (Forecast 56.9, Previous 57.8)"
Fri Mar 27 14:00:06 +0000 2026,FinancialJuice,"University Michigan Sentiment Final Actual 53.3 (Forecast 54, Previous 55.5)"
Fri Mar 27 13:50:05 +0000 2026,FinancialJuice,Iran: Steel plants in Isfahan targeted by US-Israel strikes.
Fri Mar 27 13:34:28 +0000 2026,FinancialJuice,This morning's big movers. https://t.co/LlTd5pPYYa https://t.co/b83YFjmnb4
Fri Mar 27 13:30:44 +0000 2026,FinancialJuice,"MOO Imbalance

S&amp;P 500: -20 mln
Nasdaq 100: +146 mln
Dow 30: -35 mln
Mag 7: +164 mln"
Fri Mar 27 13:17:35 +0000 2026,FinancialJuice,Russian oil producers warn buyers about possible force majeure on oil supplies as Baltic ports face drone attacks - Sources
Fri Mar 27 13:12:06 +0000 2026,FinancialJuice,US-Israeli air attacks target steel plants in southwestern Iran and in the central city of Isfahan - Semi-official news agency Mehr
Fri Mar 27 13:05:22 +0000 2026,FinancialJuice,"US Intelligence: Another third of Iran's missiles likely damaged, destroyed or buried underground by strikes since February 28 start of war - Four Sources."
Fri Mar 27 13:03:59 +0000 2026,FinancialJuice,US intelligence shows about 1/3 of Iran's missiles destroyed in US strikes with certainty - Five sources
Fri Mar 27 13:00:47 +0000 2026,FinancialJuice,Meta funds 7 Entergy gas plants to power the biggest data center. $META
Fri Mar 27 12:59:51 +0000 2026,FinancialJuice,Effective fed funds rate: 3.64% March 26th vs. 3.64% March 25th
Fri Mar 27 12:55:43 +0000 2026,FinancialJuice,"Republican Rep. Arrington: Expect house to pass DHS funding, maybe today"
Fri Mar 27 12:47:09 +0000 2026,FinancialJuice,"Israel's Channel 12: Trump's deputy Vance said Netanyahu's assessments on the overthrow of the Tehran regime were ""optimistic""."
Fri Mar 27 12:44:53 +0000 2026,FinancialJuice,Israel's Channel 12: Trump's Vice President Vance participated in indirect contacts with the Iranians.
Fri Mar 27 12:31:33 +0000 2026,FinancialJuice,"EU's Dombrovskis: Any national response to higher energy prices must be targeted, temporary, not boost demand for oil and gas, and continue to decarbonise the economy"
Fri Mar 27 12:29:33 +0000 2026,FinancialJuice,German centre-right lawmaker Mueller: Bringing coal-fired power stations out of reserve is being considered
Fri Mar 27 12:29:08 +0000 2026,FinancialJuice,EU's Economy Commissioner Dombrovskis: The EU is at risk of stagflationary shock
Fri Mar 27 12:27:37 +0000 2026,FinancialJuice,"German Centre-Left Lawmaker: Coalition working group instructs government to examine further relief measures, including windfall tax, price caps, reduction in energy tax."
Fri Mar 27 12:00:07 +0000 2026,FinancialJuice,Secured overnight financing rate: 3.65% March 26th vs 3.64% March 25th
Fri Mar 27 11:57:53 +0000 2026,FinancialJuice,ECB's Dolenc: ECB baseline may no longer be realistic
Fri Mar 27 11:57:11 +0000 2026,FinancialJuice,EU commission sees longer conflict cutting 0.4-0.6pp off growth
Fri Mar 27 11:57:11 +0000 2026,FinancialJuice,EU sees longer conflict pushing inflation 1.1%-1.5% higher.
Fri Mar 27 11:44:36 +0000 2026,FinancialJuice,ECB's Wunsch: I am comfortable with what I see in the market
Fri Mar 27 11:43:01 +0000 2026,FinancialJuice,"ECB's Wunsch: If the economy weakens fast, 2nd round effects are limited"
Fri Mar 27 11:42:16 +0000 2026,FinancialJuice,"ECB's Wunsch: If conflict is not over by June, ECB action looks probable"
